data,tokens
comment : dead,"['comment', 'dead']"
comment : whoa first time ever happened trippin clicked googled see see died literally hours ago,"['comment', 'whoa', 'first', 'time', 'ever', 'happen', 'trippin', 'click', 'google', 'see', 'see', 'die', 'literally', 'hours', 'ago']"
comment : rip aaron carter,"['comment', 'rip', 'aaron', 'carter']"
comment : rest peace,"['comment', 'rest', 'peace']"
comment : trust cience,"['comment', 'trust', 'cience']"
comment : meth head makes u skinny also afraid hiv lets stupid,"['comment', 'meth', 'head', 'make', 'u', 'skinny', 'also', 'afraid', 'hiv', 'let', 'stupid']"
comment : seems like needs learn dangers medications taking needs learn nutrition extensively get better,"['comment', 'seem', 'like', 'need', 'learn', 'dangers', 'medications', 'take', 'need', 'learn', 'nutrition', 'extensively', 'get', 'better']"
comment : looked terrible,"['comment', 'look', 'terrible']"
comment : think hiding looks sick lymph nodes popping thats never good sign lymph nodes flare infection fighting,"['comment', 'think', 'hide', 'look', 'sick', 'lymph', 'nod', 'pop', 'thats', 'never', 'good', 'sign', 'lymph', 'nod', 'flare', 'infection', 'fight']"
comment : sooo sad hollywood fame never took,"['comment', 'sooo', 'sad', 'hollywood', 'fame', 'never', 'take']"
comment : nah methamphetamine aaron might aids,"['comment', 'nah', 'methamphetamine', 'aaron', 'might', 'aid']"
comment : thank dr abiola reason smiling today herbal medication hiv indeed active one keep helping lives sir,"['comment', 'thank', 'dr', 'abiola', 'reason', 'smile', 'today', 'herbal', 'medication', 'hiv', 'indeed', 'active', 'one', 'keep', 'help', 'live', 'sir']"
comment : im afraid worse aids nick hair time travelled created age vortex aged body years old,"['comment', 'im', 'afraid', 'worse', 'aid', 'nick', 'hair', 'time', 'travel', 'create', 'age', 'vortex', 'age', 'body', 'years', 'old']"
comment : becomes ugly hiv,"['comment', 'become', 'ugly', 'hiv']"
comment : started taking medication bought doctorokougbo youtube surprisingly working gradually days everything stopped really happy everything done pray god strengthen doctor okougbo,"['comment', 'start', 'take', 'medication', 'buy', 'doctorokougbo', 'youtube', 'surprisingly', 'work', 'gradually', 'days', 'everything', 'stop', 'really', 'happy', 'everything', 'do', 'pray', 'god', 'strengthen', 'doctor', 'okougbo']"
comment : writing comment tears joy months ago found diagnosed hiv hiv negative glory dr abiola youtube,"['comment', 'write', 'comment', 'tear', 'joy', 'months', 'ago', 'find', 'diagnose', 'hiv', 'hiv', 'negative', 'glory', 'dr', 'abiola', 'youtube']"
comment : ‍‍‍,['comment']
comment : beat magic johnson shaq,"['comment', 'beat', 'magic', 'johnson', 'shaq']"
comment : reckless lifestyle leads,"['comment', 'reckless', 'lifestyle', 'lead']"
comment : happened,"['comment', 'happen']"
comment : drugs really number,"['comment', 'drug', 'really', 'number']"
comment : click bait,"['comment', 'click', 'bait']"
comment : dealing hiv past years got review youtube dr abiola got dr abiola herbal medicine last monthi happy today hiv negative drabiolahome,"['comment', 'deal', 'hiv', 'past', 'years', 'get', 'review', 'youtube', 'dr', 'abiola', 'get', 'dr', 'abiola', 'herbal', 'medicine', 'last', 'monthi', 'happy', 'today', 'hiv', 'negative', 'drabiolahome']"
comment : dealing hiv past years got review youtube dr abiola got dr abiola herbal medicine last monthi happy today hiv negative drabiolahome,"['comment', 'deal', 'hiv', 'past', 'years', 'get', 'review', 'youtube', 'dr', 'abiola', 'get', 'dr', 'abiola', 'herbal', 'medicine', 'last', 'monthi', 'happy', 'today', 'hiv', 'negative', 'drabiolahome']"
comment : drobahistoricalherbs,"['comment', 'drobahistoricalherbs']"
comment : youtube channel drkanayo peterson helped cure chronic illness days negative herbal medicine dr kay call one best naturopathic doctors planet many amazing testimonials,"['comment', 'youtube', 'channel', 'drkanayo', 'peterson', 'help', 'cure', 'chronic', 'illness', 'days', 'negative', 'herbal', 'medicine', 'dr', 'kay', 'call', 'one', 'best', 'naturopathic', 'doctor', 'planet', 'many', 'amaze', 'testimonials']"
comment : mine ive always loved aaron nice everyone,"['comment', 'mine', 'ive', 'always', 'love', 'aaron', 'nice', 'everyone']"
comment : feel sad wish things could better people less suffering,"['comment', 'feel', 'sad', 'wish', 'things', 'could', 'better', 'people', 'less', 'suffer']"
comment : get drugs guys fucking 🤡,"['comment', 'get', 'drug', 'guy', 'fuck']"
comment : sometimes tell looking someones face looking hollow,"['comment', 'sometimes', 'tell', 'look', 'someones', 'face', 'look', 'hollow']"
comment : im free hiv permanently dr abiola medication thanks drabiolahome,"['comment', 'im', 'free', 'hiv', 'permanently', 'dr', 'abiola', 'medication', 'thank', 'drabiolahome']"
comment : funny aaron carter gena tew celebrities skinny shit sudden🤔🤔 im glad doesnt hiv,"['comment', 'funny', 'aaron', 'carter', 'gena', 'tew', 'celebrities', 'skinny', 'shit', 'im', 'glad', 'doesnt', 'hiv']"
comment : want take care bad,"['comment', 'want', 'take', 'care', 'bad']"
comment : love ’ trust body life one especially loving fuck,"['comment', 'love', 'trust', 'body', 'life', 'one', 'especially', 'love', 'fuck']"
comment : dealing hiv past years got review youtube dr abiola got dr abiola herbal medicine last monthi happy today hiv negative drabiolahome,"['comment', 'deal', 'hiv', 'past', 'years', 'get', 'review', 'youtube', 'dr', 'abiola', 'get', 'dr', 'abiola', 'herbal', 'medicine', 'last', 'monthi', 'happy', 'today', 'hiv', 'negative', 'drabiolahome']"
comment : dealing hiv past years got review youtube dr abiola got dr abiola herbal medicine last monthi happy today hiv negative drabiolahome,"['comment', 'deal', 'hiv', 'past', 'years', 'get', 'review', 'youtube', 'dr', 'abiola', 'get', 'dr', 'abiola', 'herbal', 'medicine', 'last', 'monthi', 'happy', 'today', 'hiv', 'negative', 'drabiolahome']"
comment : hencechild star poor soul experience hands hollywood pervs,"['comment', 'hencechild', 'star', 'poor', 'soul', 'experience', 'hand', 'hollywood', 'pervs']"
comment : im learning today herbal remedy daysnegative drkanayo peterson youtube indeed powerful thanks making smile today keep saving lives dear keep hard work appreciated,"['comment', 'im', 'learn', 'today', 'herbal', 'remedy', 'daysnegative', 'drkanayo', 'peterson', 'youtube', 'indeed', 'powerful', 'thank', 'make', 'smile', 'today', 'keep', 'save', 'live', 'dear', 'keep', 'hard', 'work', 'appreciate']"
comment : sounds anorexic,"['comment', 'sound', 'anorexic']"
comment : looks like lloyd dumb dumber,"['comment', 'look', 'like', 'lloyd', 'dumb', 'dumber']"
comment : machine gun kelly look alike,"['comment', 'machine', 'gun', 'kelly', 'look', 'alike']"
comment : wife permanently cured hiv infections use herbal medicine treatment doctor oare youtube also get touch,"['comment', 'wife', 'permanently', 'cure', 'hiv', 'infections', 'use', 'herbal', 'medicine', 'treatment', 'doctor', 'oare', 'youtube', 'also', 'get', 'touch']"
comment : useless videoso exactly sick fromthey never mentioned make video like u aint even gon na discuss issue hes obviously going thru sickness failed mention,"['comment', 'useless', 'videoso', 'exactly', 'sick', 'fromthey', 'never', 'mention', 'make', 'video', 'like', 'u', 'aint', 'even', 'gon', 'na', 'discuss', 'issue', 'hes', 'obviously', 'go', 'thru', 'sickness', 'fail', 'mention']"
comment : let take moment busy life send thank note amazing doctor full love commitment dretiko truly blessing world,"['comment', 'let', 'take', 'moment', 'busy', 'life', 'send', 'thank', 'note', 'amaze', 'doctor', 'full', 'love', 'commitment', 'dretiko', 'truly', 'bless', 'world']"
comment : wow aged really badly,"['comment', 'wow', 'age', 'really', 'badly']"
comment : get drugs might see weight appear reason scared anyone going go doctors show least honest public fame destroy anybody thinks secretive person hide behind fame want make money looks looks pretty bad would like see take depth test virus make sure,"['comment', 'get', 'drug', 'might', 'see', 'weight', 'appear', 'reason', 'scar', 'anyone', 'go', 'go', 'doctor', 'show', 'least', 'honest', 'public', 'fame', 'destroy', 'anybody', 'think', 'secretive', 'person', 'hide', 'behind', 'fame', 'want', 'make', 'money', 'look', 'look', 'pretty', 'bad', 'would', 'like', 'see', 'take', 'depth', 'test', 'virus', 'make', 'sure']"
comment : could disese affect weight gain,"['comment', 'could', 'disese', 'affect', 'weight', 'gain']"
comment : used jealous dated celebrity crush hillary duff wish best,"['comment', 'use', 'jealous', 'date', 'celebrity', 'crush', 'hillary', 'duff', 'wish', 'best']"
comment : aging getting sick eventually slowly dying gets us,"['comment', 'age', 'get', 'sick', 'eventually', 'slowly', 'die', 'get', 'us']"
comment :,['comment']
comment : needs liquid vitamin ’,"['comment', 'need', 'liquid', 'vitamin']"
comment : said missed thats beat shaq,"['comment', 'say', 'miss', 'thats', 'beat', 'shaq']"
comment : heard hear aaron carter hiv,"['comment', 'hear', 'hear', 'aaron', 'carter', 'hiv']"
comment :,['comment']
comment : drugs,"['comment', 'drug']"
comment : dr mados youtube deserves praises saved lot souls sickness death thank doctor curing completely,"['comment', 'dr', 'mados', 'youtube', 'deserve', 'praise', 'save', 'lot', 'souls', 'sickness', 'death', 'thank', 'doctor', 'cure', 'completely']"
comment : test easy,"['comment', 'test', 'easy']"
comment : poor guy ’ tested last year offered,"['comment', 'poor', 'guy', 'test', 'last', 'year', 'offer']"
comment : herbal medicine really get rid hivaids cancer permanently dr ayomede youtube medication,"['comment', 'herbal', 'medicine', 'really', 'get', 'rid', 'hivaids', 'cancer', 'permanently', 'dr', 'ayomede', 'youtube', 'medication']"
comment : everybody vaids,"['comment', 'everybody', 'vaids']"
comment : staged desperate fame lost weight drastically stunt private thing dont go national tv looking like hiv test ridiculous gets platform,"['comment', 'stag', 'desperate', 'fame', 'lose', 'weight', 'drastically', 'stunt', 'private', 'thing', 'dont', 'go', 'national', 'tv', 'look', 'like', 'hiv', 'test', 'ridiculous', 'get', 'platform']"
comment : different nick carter nick carter healthy good life married man aaron way opposite love aaron younger years hope change ways healthy everything still im fan,"['comment', 'different', 'nick', 'carter', 'nick', 'carter', 'healthy', 'good', 'life', 'marry', 'man', 'aaron', 'way', 'opposite', 'love', 'aaron', 'younger', 'years', 'hope', 'change', 'ways', 'healthy', 'everything', 'still', 'im', 'fan']"
comment : guy looks like absolute mess love press sure,"['comment', 'guy', 'look', 'like', 'absolute', 'mess', 'love', 'press', 'sure']"
comment : truly terrible closeup,"['comment', 'truly', 'terrible', 'closeup']"
comment : loved younger seems like sweet man im glad hes happy father family,"['comment', 'love', 'younger', 'seem', 'like', 'sweet', 'man', 'im', 'glad', 'hes', 'happy', 'father', 'family']"
comment : yuk,"['comment', 'yuk']"
comment : thanks dr osaze herbal cure youtube helpi cured totally hiv using herbal medicine prescribeim permanently curedas tested negative,"['comment', 'thank', 'dr', 'osaze', 'herbal', 'cure', 'youtube', 'helpi', 'cure', 'totally', 'hiv', 'use', 'herbal', 'medicine', 'prescribeim', 'permanently', 'curedas', 'test', 'negative']"
comment : im confused worlds business like extremely personal news revealed air seems pretty damn immoral,"['comment', 'im', 'confuse', 'worlds', 'business', 'like', 'extremely', 'personal', 'news', 'reveal', 'air', 'seem', 'pretty', 'damn', 'immoral']"
comment : wow surprisingly im hiv negative thank dr abiola helping get rid hiv drabiola,"['comment', 'wow', 'surprisingly', 'im', 'hiv', 'negative', 'thank', 'dr', 'abiola', 'help', 'get', 'rid', 'hiv', 'drabiola']"
comment : wow surprisingly im hiv negative thank dr abiola helping get rid hiv drabiola,"['comment', 'wow', 'surprisingly', 'im', 'hiv', 'negative', 'thank', 'dr', 'abiola', 'help', 'get', 'rid', 'hiv', 'drabiola']"
comment : treating hiv aids several years different medications saw post young lady got cured virus help doctor oje desperation decided contact little hope solution talking medications reluctantly biggest surprise tested negative help herbal medicine god bless doctor oje wonderful work life partner virus body quickly contact doctor oje youtube channel get parmanent cure thank,"['comment', 'treat', 'hiv', 'aid', 'several', 'years', 'different', 'medications', 'saw', 'post', 'young', 'lady', 'get', 'cure', 'virus', 'help', 'doctor', 'oje', 'desperation', 'decide', 'contact', 'little', 'hope', 'solution', 'talk', 'medications', 'reluctantly', 'biggest', 'surprise', 'test', 'negative', 'help', 'herbal', 'medicine', 'god', 'bless', 'doctor', 'oje', 'wonderful', 'work', 'life', 'partner', 'virus', 'body', 'quickly', 'contact', 'doctor', 'oje', 'youtube', 'channel', 'get', 'parmanent', 'cure', 'thank']"
comment : mabye useful clean note,"['comment', 'mabye', 'useful', 'clean', 'note']"
comment : else thought machine gun kelly,"['comment', 'else', 'think', 'machine', 'gun', 'kelly']"
comment : contact drokooboh herbal remedies second choice cure hsv,"['comment', 'contact', 'drokooboh', 'herbal', 'remedy', 'second', 'choice', 'cure', 'hsv']"
comment : “ nobody ’ got aids ’ wan na hear word ”,"['comment', 'nobody', 'get', 'aid', 'wan', 'na', 'hear', 'word']"
comment : man needs dball,"['comment', 'man', 'need', 'dball']"
comment : tard thinks hiv makes skinny immune system compromised taking flucold meds like tylenol get skinny azt use kill appetite makes folks skinny wasnt type medication wouldnt skinny hiv,"['comment', 'tard', 'think', 'hiv', 'make', 'skinny', 'immune', 'system', 'compromise', 'take', 'flucold', 'meds', 'like', 'tylenol', 'get', 'skinny', 'azt', 'use', 'kill', 'appetite', 'make', 'folks', 'skinny', 'wasnt', 'type', 'medication', 'wouldnt', 'skinny', 'hiv']"
comment : im moved glad hes negative would impressed someone whos results came back positive television think would hell lot helpful especially struggling silence,"['comment', 'im', 'move', 'glad', 'hes', 'negative', 'would', 'impress', 'someone', 'whos', 'result', 'come', 'back', 'positive', 'television', 'think', 'would', 'hell', 'lot', 'helpful', 'especially', 'struggle', 'silence']"
comment : funny thicc partners skinny,"['comment', 'funny', 'thicc', 'partner', 'skinny']"
comment : guy weighed less lost weight back hopefully hes gained weight since think anywhere lbs would ideal also good tested negative hiv sake hope hes gotten help drug problem,"['comment', 'guy', 'weigh', 'less', 'lose', 'weight', 'back', 'hopefully', 'hes', 'gain', 'weight', 'since', 'think', 'anywhere', 'lbs', 'would', 'ideal', 'also', 'good', 'test', 'negative', 'hiv', 'sake', 'hope', 'hes', 'get', 'help', 'drug', 'problem']"
comment : huh,"['comment', 'huh']"
comment : crazy world live,"['comment', 'crazy', 'world', 'live']"
comment :,['comment']
comment : looks like machine gun kelly watch meagan,"['comment', 'look', 'like', 'machine', 'gun', 'kelly', 'watch', 'meagan']"
comment : meth,"['comment', 'meth']"
comment : cures cures suppressed parasite cleanse organs must done change diet parasite infestation dont take drugs supress symptoms help playlist aprocot pods days treat organs lime water kill eggs mist parasite cleanse forget like eggs makes hard heal eggs hatch become adults water fast good also cure herbs herbs kill eggs diet important processed food scull cap treats liver gut cleanse gut second brain liver cleanse kidney cleanse avoid dairy herbal teas hope help🧐the viral load hiv negative good cured cures cancer aids related cures big pharma need customers cures 🧐,"['comment', 'cure', 'cure', 'suppress', 'parasite', 'cleanse', 'organs', 'must', 'do', 'change', 'diet', 'parasite', 'infestation', 'dont', 'take', 'drug', 'supress', 'symptoms', 'help', 'playlist', 'aprocot', 'pod', 'days', 'treat', 'organs', 'lime', 'water', 'kill', 'egg', 'mist', 'parasite', 'cleanse', 'forget', 'like', 'egg', 'make', 'hard', 'heal', 'egg', 'hatch', 'become', 'adults', 'water', 'fast', 'good', 'also', 'cure', 'herbs', 'herbs', 'kill', 'egg', 'diet', 'important', 'process', 'food', 'scull', 'cap', 'treat', 'liver', 'gut', 'cleanse', 'gut', 'second', 'brain', 'liver', 'cleanse', 'kidney', 'cleanse', 'avoid', 'dairy', 'herbal', 'teas', 'hope', 'viral', 'load', 'hiv', 'negative', 'good', 'cure', 'cure', 'cancer', 'aid', 'relate', 'cure', 'big', 'pharma', 'need', 'customers', 'cure']"
comment : ewwwlooks like allen degeneratesall trendy pooper stretching catching,"['comment', 'ewwwlooks', 'like', 'allen', 'degeneratesall', 'trendy', 'pooper', 'stretch', 'catch']"
comment : loved growing hope good,"['comment', 'love', 'grow', 'hope', 'good']"
comment : ’ crazy never even knew around age much used love kid looks sick old def looks like addict,"['comment', 'crazy', 'never', 'even', 'know', 'around', 'age', 'much', 'use', 'love', 'kid', 'look', 'sick', 'old', 'def', 'look', 'like', 'addict']"
comment : great news possible cure hiv virus forever within one week using natural herbal treatment please save life kindly email drojeabugmailcom easy way reach whatsapp,"['comment', 'great', 'news', 'possible', 'cure', 'hiv', 'virus', 'forever', 'within', 'one', 'week', 'use', 'natural', 'herbal', 'treatment', 'please', 'save', 'life', 'kindly', 'email', 'drojeabugmailcom', 'easy', 'way', 'reach', 'whatsapp']"
comment : looks horrible,"['comment', 'look', 'horrible']"
comment : pounds foot dont go outside windy,"['comment', 'pound', 'foot', 'dont', 'go', 'outside', 'windy']"
comment : lbs hooked crystal please kids keep bad substance,"['comment', 'lbs', 'hook', 'crystal', 'please', 'kid', 'keep', 'bad', 'substance']"
comment : gratitude joy heart wan na say big thank dr harvey herbal world youtube helping get rid hiv herbal productsto get dr harvey herbal product hiv search dr harvey herbal world youtubethanks dr harvey saving lifeyou contact dr harvey emaildrharveyphytotherapyyahoocom whatsapp‪ ‑‬,"['comment', 'gratitude', 'joy', 'heart', 'wan', 'na', 'say', 'big', 'thank', 'dr', 'harvey', 'herbal', 'world', 'youtube', 'help', 'get', 'rid', 'hiv', 'herbal', 'productsto', 'get', 'dr', 'harvey', 'herbal', 'product', 'hiv', 'search', 'dr', 'harvey', 'herbal', 'world', 'youtubethanks', 'dr', 'harvey', 'save', 'lifeyou', 'contact', 'dr', 'harvey', 'emaildrharveyphytotherapyyahoocom']"
comment : thanks dr ediale youtube rescue husband cure hiv completely forever greatful dr ediale youtube channel call whatsapp thank much sir,"['comment', 'thank', 'dr', 'ediale', 'youtube', 'rescue', 'husband', 'cure', 'hiv', 'completely', 'forever', 'greatful', 'dr', 'ediale', 'youtube', 'channel', 'call', 'whatsapp', 'thank', 'much', 'sir']"
comment : thanks dr martins abul helped cure get rid hiv virus thank sir,"['comment', 'thank', 'dr', 'martins', 'abul', 'help', 'cure', 'get', 'rid', 'hiv', 'virus', 'thank', 'sir']"
comment : please get affected stop spreading around control sex life,"['comment', 'please', 'get', 'affect', 'stop', 'spread', 'around', 'control', 'sex', 'life']"
comment : grids,"['comment', 'grids']"
comment : foot tall lol hardly,"['comment', 'foot', 'tall', 'lol', 'hardly']"
comment : guy much self pety thinks moreover everything man could ever crave still miserable,"['comment', 'guy', 'much', 'self', 'pety', 'think', 'moreover', 'everything', 'man', 'could', 'ever', 'crave', 'still', 'miserable']"
comment : excited want say thank dr efe genuine among every others owe gratitude appreciation million times recommend everyone one suffering hiv contact dr efe whatsapp always ready respond week consumption herbal medicine confirmed free hiv virus also contact email address drefegmailcom,"['comment', 'excite', 'want', 'say', 'thank', 'dr', 'efe', 'genuine', 'among', 'every', 'others', 'owe', 'gratitude', 'appreciation', 'million', 'time', 'recommend', 'everyone', 'one', 'suffer', 'hiv', 'contact', 'dr', 'efe', 'whatsapp', 'always', 'ready', 'respond', 'week', 'consumption', 'herbal', 'medicine', 'confirm', 'free', 'hiv', 'virus', 'also', 'contact', 'email', 'address', 'drefegmailcom']"
comment : dream body skinny matter many eat,"['comment', 'dream', 'body', 'skinny', 'matter', 'many', 'eat']"
comment : hes got measured live dr still claims,"['comment', 'hes', 'get', 'measure', 'live', 'dr', 'still', 'claim']"
comment : thanks doctor kanayo peterson instagram facebook youtube help cure cousin fibroid fallopian tube blockage days negative herbal medicine operation thank dr kanayo peterson saving us miraculous herbal medicine dr kanayo peterson greatest herbal medicine man earth many different types amazing reviews mind blowing testimony ’,"['comment', 'thank', 'doctor', 'kanayo', 'peterson', 'instagram', 'facebook', 'youtube', 'help', 'cure', 'cousin', 'fibroid', 'fallopian', 'tube', 'blockage', 'days', 'negative', 'herbal', 'medicine', 'operation', 'thank', 'dr', 'kanayo', 'peterson', 'save', 'us', 'miraculous', 'herbal', 'medicine', 'dr', 'kanayo', 'peterson', 'greatest', 'herbal', 'medicine', 'man', 'earth', 'many', 'different', 'type', 'amaze', 'review', 'mind', 'blow', 'testimony']"
comment : whaat prescribing doctor condemned mind st im hearing idea sisterdeathor prescriptions could cocktail happened bieber looked like,"['comment', 'whaat', 'prescribe', 'doctor', 'condemn', 'mind', 'st', 'im', 'hear', 'idea', 'sisterdeathor', 'prescriptions', 'could', 'cocktail', 'happen', 'bieber', 'look', 'like']"
comment : name sunli gandhi dr harvey herbal doctor could ever get hiv cured herbal products tried almost everything ’ find solution virus despite happening always spend lot money buy hiv drugs supplements keep healthy taking several medications one day surfing youtube came across great post anita said diagnosed hiv healed help great herbal supplements dr harvey sometimes really wonder people call great drharvey never knew great perfect work quickly contacted told everything happening asked questions said something never forget anyone contacts always getting hisher cure within weeks asks amazed time heard everything said see day said cured go test confirm status went hospital final test doctor running test said im hiv negative wow im amazed happy cure really gone much pain tears drharvey cured help natural herbsif anybody going situation kind cancers diseases contact dr harvey today cures save life todayyou contact drharvey emaildrharveyphytotherapyyahoocom whatsapp,"['comment', 'name', 'sunli', 'gandhi', 'dr', 'harvey', 'herbal', 'doctor', 'could', 'ever', 'get', 'hiv', 'cure', 'herbal', 'products', 'try', 'almost', 'everything', 'find', 'solution', 'virus', 'despite', 'happen', 'always', 'spend', 'lot', 'money', 'buy', 'hiv', 'drug', 'supplement', 'keep', 'healthy', 'take', 'several', 'medications', 'one', 'day', 'surf', 'youtube', 'come', 'across', 'great', 'post', 'anita', 'say', 'diagnose', 'hiv', 'heal', 'help', 'great', 'herbal', 'supplement', 'dr', 'harvey', 'sometimes', 'really', 'wonder', 'people', 'call', 'great', 'drharvey', 'never', 'know', 'great', 'perfect', 'work', 'quickly', 'contact', 'tell', 'everything', 'happen', 'ask', 'question', 'say', 'something', 'never', 'forget', 'anyone', 'contact', 'always', 'get', 'hisher', 'cure', 'within', 'weeks', 'ask', 'amaze', 'time', 'hear', 'everything', 'say', 'see', 'day', 'say', 'cure', 'go', 'test', 'confirm', 'status', 'go', 'hospital', 'final', 'test', 'doctor', 'run', 'test', 'say', 'im', 'hiv', 'negative', 'wow', 'im', 'amaze', 'happy', 'cure', 'really', 'go', 'much', 'pain', 'tear', 'drharvey', 'cure', 'help', 'natural', 'herbsif', 'anybody', 'go', 'situation', 'kind', 'cancers', 'diseases', 'contact', 'dr', 'harvey', 'today', 'cure', 'save', 'life', 'todayyou', 'contact', 'drharvey', 'emaildrharveyphytotherapyyahoocom', 'whatsapp']"
comment : diagnosed yrs ago hepatitis b hiv whole life crumble change life understand n accepted im survivor im greatful god giving another chance lifea new way life takes lot discipline yeah beginning afraid tell family n thinking end lifebut come fear reason become addict drugs wan na scape reality making worse life easy takes courage commitment first heard dr kanayo peterson alternative natural medicine youtube choice contact dr kanayo peterson whatsapp website found dr kanayo ’ youtube channel without delay order two weeks natural medication hepatitis hiv ’ overwhelmed joy different lab confirm ’ full negative hiv hepatitis thanks doc good friend love finally wait,"['comment', 'diagnose', 'yrs', 'ago', 'hepatitis', 'b', 'hiv', 'whole', 'life', 'crumble', 'change', 'life', 'understand', 'n', 'accept', 'im', 'survivor', 'im', 'greatful', 'god', 'give', 'another', 'chance', 'lifea', 'new', 'way', 'life', 'take', 'lot', 'discipline', 'yeah', 'begin', 'afraid', 'tell', 'family', 'n', 'think', 'end', 'lifebut', 'come', 'fear', 'reason', 'become', 'addict', 'drug', 'wan', 'na', 'scape', 'reality', 'make', 'worse', 'life', 'easy', 'take', 'courage', 'commitment', 'first', 'hear', 'dr', 'kanayo', 'peterson', 'alternative', 'natural', 'medicine', 'youtube', 'choice', 'contact', 'dr', 'kanayo', 'peterson', 'whatsapp', 'website', 'find', 'dr', 'kanayo', 'youtube', 'channel', 'without', 'delay', 'order', 'two', 'weeks', 'natural', 'medication', 'hepatitis', 'hiv', 'overwhelm', 'joy', 'different', 'lab', 'confirm', 'full', 'negative', 'hiv', 'hepatitis', 'thank', 'doc', 'good', 'friend', 'love', 'finally', 'wait']"
comment : want appreciate doctor owobu giving back life diagnose hiv use doctor owobu herbal medicine got cured totally permanently thanks doctor owobui forever grateful doctor owobu doctor owobu youtube,"['comment', 'want', 'appreciate', 'doctor', 'owobu', 'give', 'back', 'life', 'diagnose', 'hiv', 'use', 'doctor', 'owobu', 'herbal', 'medicine', 'get', 'cure', 'totally', 'permanently', 'thank', 'doctor', 'owobui', 'forever', 'grateful', 'doctor', 'owobu', 'doctor', 'owobu', 'youtube']"
comment : still using drugs ’ absolutely insane,"['comment', 'still', 'use', 'drug', 'absolutely', 'insane']"
comment : watching people die weak immune system makes wonder ’ use days negative boost immune system dr kanayo peterson herbs online clear good reviews internet use cure sickness love give article hope everyone open eyes know herbal medicine best rip dr sebi forever heart,"['comment', 'watch', 'people', 'die', 'weak', 'immune', 'system', 'make', 'wonder', 'use', 'days', 'negative', 'boost', 'immune', 'system', 'dr', 'kanayo', 'peterson', 'herbs', 'online', 'clear', 'good', 'review', 'internet', 'use', 'cure', 'sickness', 'love', 'give', 'article', 'hope', 'everyone', 'open', 'eye', 'know', 'herbal', 'medicine', 'best', 'rip', 'dr', 'sebi', 'forever', 'heart']"
comment : finally hiv negative using doctorojieyahoocom natural herbal medication,"['comment', 'finally', 'hiv', 'negative', 'use', 'doctorojieyahoocom', 'natural', 'herbal', 'medication']"
comment : sooosad ’ used look like,"['comment', 'sooosad', 'use', 'look', 'like']"
comment : health stress convince something make sick stress,"['comment', 'health', 'stress', 'convince', 'something', 'make', 'sick', 'stress']"
comment : hes shocked im pretty sure hes really different lifestyles lol,"['comment', 'hes', 'shock', 'im', 'pretty', 'sure', 'hes', 'really', 'different', 'lifestyles', 'lol']"
comment : go around acting like hiv,"['comment', 'go', 'around', 'act', 'like', 'hiv']"
comment : issues hiv dr efe help get rid permanently reach email drefegmailcom whatsapp,"['comment', 'issue', 'hiv', 'dr', 'efe', 'help', 'get', 'rid', 'permanently', 'reach', 'email', 'drefegmailcom', 'whatsapp']"
comment : feel sorry need helps used looking last time god bless aaron hope get help,"['comment', 'feel', 'sorry', 'need', 'help', 'use', 'look', 'last', 'time', 'god', 'bless', 'aaron', 'hope', 'get', 'help']"
comment : herbal medicine bought form dr kanayo peterson cured aids cancer symptoms days ’ excited free start thanks dr kay giving second chance life guys natural healing google dr kanayo peterson happy,"['comment', 'herbal', 'medicine', 'buy', 'form', 'dr', 'kanayo', 'peterson', 'cure', 'aid', 'cancer', 'symptoms', 'days', 'excite', 'free', 'start', 'thank', 'dr', 'kay', 'give', 'second', 'chance', 'life', 'guy', 'natural', 'heal', 'google', 'dr', 'kanayo', 'peterson', 'happy']"
comment : thats lie dude positive,"['comment', 'thats', 'lie', 'dude', 'positive']"
comment : haha,"['comment', 'haha']"
comment : knw want candy right,"['comment', 'knw', 'want', 'candy', 'right']"
comment : guybut probably speed number weight,"['comment', 'guybut', 'probably', 'speed', 'number', 'weight']"
comment : wow,"['comment', 'wow']"
comment : really emotional scene,"['comment', 'really', 'emotional', 'scene']"
comment : u need find good person get old love rest ur life sleep someone different every night,"['comment', 'u', 'need', 'find', 'good', 'person', 'get', 'old', 'love', 'rest', 'ur', 'life', 'sleep', 'someone', 'different', 'every', 'night']"
comment : headline 🤬i thought positive dont really know except fight coming little worried,"['comment', 'headline', 'think', 'positive', 'dont', 'really', 'know', 'except', 'fight', 'come', 'little', 'worry']"
comment : nigga aaron carter wow happen boul,"['comment', 'nigga', 'aaron', 'carter', 'wow', 'happen', 'boul']"
comment : omg looks sick poor guy could drug abuse eating disorder,"['comment', 'omg', 'look', 'sick', 'poor', 'guy', 'could', 'drug', 'abuse', 'eat', 'disorder']"
comment : cutest little boy ever,"['comment', 'cutest', 'little', 'boy', 'ever']"
comment : aged like years time drugs,"['comment', 'age', 'like', 'years', 'time', 'drug']"
comment : poor guy hope leaves la,"['comment', 'poor', 'guy', 'hope', 'leave', 'la']"
comment : maybe lying get second opinion thing going,"['comment', 'maybe', 'lie', 'get', 'second', 'opinion', 'thing', 'go']"
