Text,Tokenized,Sentiment Scores
praying god heals take away cancer body,"['praying', 'god', 'heals', 'take', 'away', 'cancer', 'body']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
io ho rifiutato chemio,"['io', 'ho', 'rifiutato', 'chemio']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
français svp,"['français', 'svp']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
healed jesus name amen,"['healed', 'jesus', 'name', 'amen']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
metastatic bone cancer still waiting radiation therapy,"['metastatic', 'bone', 'cancer', 'still', 'waiting', 'radiation', 'therapy']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
therapy painful kyuki next friday ko mere papa ki bhi chemotherapy honi bhan please reply,"['therapy', 'painful', 'kyuki', 'next', 'friday', 'ko', 'mere', 'papa', 'ki', 'bhi', 'chemotherapy', 'honi', 'bhan', 'please', 'reply']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
brother took valtrex prevented getting canker sores chemo found channel brave nice love makes much easier,"['brother', 'took', 'valtrex', 'prevented', 'getting', 'canker', 'sores', 'chemo', 'found', 'channel', 'brave', 'nice', 'love', 'makes', 'much', 'easier']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
absolutely gorgeous besides sending best wishes recovery much love,"['absolutely', 'gorgeous', 'besides', 'sending', 'best', 'wishes', 'recovery', 'much', 'love']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
congratulations strong woman rock,"['congratulations', 'strong', 'woman', 'rock']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god bless,"['god', 'bless']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
wish recover soon possible,"['wish', 'recover', 'soon', 'possible']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
deus abencoe cure filha estou torcendo por vc sempre,"['deus', 'abencoe', 'cure', 'filha', 'estou', 'torcendo', 'por', 'vc', 'sempre']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
love light italy,"['love', 'light', 'italy']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
got heart breaks watched dad go treatments 8 months would anything take pain away strong loving family side sending wishes edson alberta canada,"['got', 'heart', 'breaks', 'watched', 'dad', 'go', 'treatments', 'months', 'would', 'anything', 'take', 'pain', 'away', 'strong', 'loving', 'family', 'side', 'sending', 'wishes', 'edson', 'alberta', 'canada']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
живи,['живи'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
pray healing,"['pray', 'healing']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
ya ampun get wel soon ya kamu,"['ya', 'ampun', 'get', 'wel', 'soon', 'ya', 'kamu']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
friend went treatment would request popsicles flushed port saline,"['friend', 'went', 'treatment', 'would', 'request', 'popsicles', 'flushed', 'port', 'saline']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
beautiful,['beautiful'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia lays back chair closes eyes jesus take wheel faith power faith incredible thing indeed also believe power collective prayer pray hope love faith gets,"['delia', 'lays', 'back', 'chair', 'closes', 'eyes', 'jesus', 'take', 'wheel', 'faith', 'power', 'faith', 'incredible', 'thing', 'indeed', 'also', 'believe', 'power', 'collective', 'prayer', 'pray', 'hope', 'love', 'faith', 'gets']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
girl beautiful strong speak things existence beat survivor got beautiful lady god helping heal,"['girl', 'beautiful', 'strong', 'speak', 'things', 'existence', 'beat', 'survivor', 'got', 'beautiful', 'lady', 'god', 'helping', 'heal']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
please get checked worried something many people often signs cancer sometimes years mild push cancer slow sudden fast important get annual wellness exam best bet catch something early cancer heart disease hormone problems good idea gp,"['please', 'get', 'checked', 'worried', 'something', 'many', 'people', 'often', 'signs', 'cancer', 'sometimes', 'years', 'mild', 'push', 'cancer', 'slow', 'sudden', 'fast', 'important', 'get', 'annual', 'wellness', 'exam', 'best', 'bet', 'catch', 'something', 'early', 'cancer', 'heart', 'disease', 'hormone', 'problems', 'good', 'idea', 'gp']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
mejor las vibras para ustedes tan linda ves saludos méxico,"['mejor', 'las', 'vibras', 'para', 'ustedes', 'tan', 'linda', 'ves', 'saludos', 'méxico']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
finished 8 cycle treatment nearly 4 weeks ago thursday surgery cross fingers going ok treatment thankfully staff chemo suite nice hope everything goes well get better strong,"['finished', 'cycle', 'treatment', 'nearly', 'weeks', 'ago', 'thursday', 'surgery', 'cross', 'fingers', 'going', 'ok', 'treatment', 'thankfully', 'staff', 'chemo', 'suite', 'nice', 'hope', 'everything', 'goes', 'well', 'get', 'better', 'strong']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
way carry polite absolutely inspirational,"['way', 'carry', 'polite', 'absolutely', 'inspirational']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
hi take graviola good cancer,"['hi', 'take', 'graviola', 'good', 'cancer']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
dios cuida todos los enfermos con cáncer dales mucha fortaleza vida,"['dios', 'cuida', 'todos', 'los', 'enfermos', 'con', 'cáncer', 'dales', 'mucha', 'fortaleza', 'vida']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
wish steady remission beautiful girl cannot,"['wish', 'steady', 'remission', 'beautiful', 'girl', 'cannot']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
hola suscribi tú canal pero lamentable haya traduccion al español porq puede hacer el cambio con el celular quizas hay muchas personas quieren unir pero lo hacen por ese motivo traduccion muchas benciones para uds desde viña del mar chile,"['hola', 'suscribi', 'tú', 'canal', 'pero', 'lamentable', 'haya', 'traduccion', 'al', 'español', 'porq', 'puede', 'hacer', 'el', 'cambio', 'con', 'el', 'celular', 'quizas', 'hay', 'muchas', 'personas', 'quieren', 'unir', 'pero', 'lo', 'hacen', 'por', 'ese', 'motivo', 'traduccion', 'muchas', 'benciones', 'para', 'uds', 'desde', 'viña', 'del', 'mar', 'chile']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
детка здоровья тебе нас постигло тоже несчастье,"['детка', 'здоровья', 'тебе', 'нас', 'постигло', 'тоже', 'несчастье']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
coraggio forza che dio ti benedica,"['coraggio', 'forza', 'che', 'dio', 'ti', 'benedica']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
best wishes quick recovery,"['best', 'wishes', 'quick', 'recovery']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
breast cancer 2011 mastectomy needed 4 chemotherapy treatment know going stay strong may god bless,"['breast', 'cancer', '2011', 'mastectomy', 'needed', 'chemotherapy', 'treatment', 'know', 'going', 'stay', 'strong', 'may', 'god', 'bless']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
jesus name pray,"['jesus', 'name', 'pray']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
cheer god loves,"['cheer', 'god', 'loves']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
real champ great hubby ksss blessings mexico city,"['real', 'champ', 'great', 'hubby', 'ksss', 'blessings', 'mexico', 'city']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
got baby,"['got', 'baby']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
mother died breast cancer,"['mother', 'died', 'breast', 'cancer']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
also follow fabulous chatwins sweet caring got much love deliha rock beautiful girl,"['also', 'follow', 'fabulous', 'chatwins', 'sweet', 'caring', 'got', 'much', 'love', 'deliha', 'rock', 'beautiful', 'girl']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sad girl dreams come true,"['sad', 'girl', 'dreams', 'come', 'true']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
godbless delia ure amazing xxx,"['godbless', 'delia', 'ure', 'amazing', 'xxx']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
get biopsy scared talk ti told mum dad got guts tel kidsxxx xxx,"['get', 'biopsy', 'scared', 'talk', 'ti', 'told', 'mum', 'dad', 'got', 'guts', 'tel', 'kidsxxx', 'xxx']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia need friend talk scary x,"['delia', 'need', 'friend', 'talk', 'scary']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
come back good health baby good motivater another love smile keep always god bless,"['come', 'back', 'good', 'health', 'baby', 'good', 'motivater', 'another', 'love', 'smile', 'keep', 'always', 'god', 'bless']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
rest peace,"['rest', 'peace']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
sweet cute god palm hand almost 7 yr breast cancer survivor december 2nd 2014 single mastectomy treated chemo stage 2a january 21st 2015 started chemo preventative measure sure cancer never came back 16 chemo treatments period 5 months always pray always believe always trust god 52 45 went cancer journey,"['sweet', 'cute', 'god', 'palm', 'hand', 'almost', 'yr', 'breast', 'cancer', 'survivor', 'december', '2nd', '2014', 'single', 'mastectomy', 'treated', 'chemo', 'stage', '2a', 'january', '21st', '2015', 'started', 'chemo', 'preventative', 'measure', 'sure', 'cancer', 'never', 'came', 'back', '16', 'chemo', 'treatments', 'period', 'months', 'always', 'pray', 'always', 'believe', 'always', 'trust', 'god', '52', '45', 'went', 'cancer', 'journey']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
saúde melhoras,"['saúde', 'melhoras']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
geçmiş olsun bir önce iyileşmenizi diliyorum,"['geçmiş', 'olsun', 'bir', 'önce', 'iyileşmenizi', 'diliyorum']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
igual yo tengo liposarcoma interno renal linfoma hodkin,"['igual', 'yo', 'tengo', 'liposarcoma', 'interno', 'renal', 'linfoma', 'hodkin']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
da ti bog pomogne da ozdravis,"['da', 'ti', 'bog', 'pomogne', 'da', 'ozdravis']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god bless,"['god', 'bless']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia voli serbia,"['delia', 'voli', 'serbia']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
must tough going first infusion alone cancer covid cancer survivor diagnosed 16 leukemia last chemo lil 2yrs ago weird dramatic life change becomes new normal anyhow talking getting labs b4 chemo let get labs day sit hours waiting know pediatrics lil different adults something crossed mind much love healing may angels watch,"['must', 'tough', 'going', 'first', 'infusion', 'alone', 'cancer', 'covid', 'cancer', 'survivor', 'diagnosed', '16', 'leukemia', 'last', 'chemo', 'lil', '2yrs', 'ago', 'weird', 'dramatic', 'life', 'change', 'becomes', 'new', 'normal', 'anyhow', 'talking', 'getting', 'labs', 'b4', 'chemo', 'let', 'get', 'labs', 'day', 'sit', 'hours', 'waiting', 'know', 'pediatrics', 'lil', 'different', 'adults', 'something', 'crossed', 'mind', 'much', 'love', 'healing', 'may', 'angels', 'watch']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
pobrecita con lo joven lo está pasando ojalá recuperes,"['pobrecita', 'con', 'lo', 'joven', 'lo', 'está', 'pasando', 'ojalá', 'recuperes']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
purtroppo non inglese cerco di capire capire è soffrire per questa ragazza bella giovane qualcuno può dirmi italiano continua è guarita grande abbraccio,"['purtroppo', 'non', 'inglese', 'cerco', 'di', 'capire', 'capire', 'soffrire', 'per', 'questa', 'ragazza', 'bella', 'giovane', 'qualcuno', 'può', 'dirmi', 'italiano', 'continua', 'guarita', 'grande', 'abbraccio']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
salut dengan orang luar ini kalau di negara kami indonesia penyakit seperti sebuah aib di sembunyikan dan bahkan sudah meninggal baru orang lain tau,"['salut', 'dengan', 'orang', 'luar', 'ini', 'kalau', 'di', 'negara', 'kami', 'indonesia', 'penyakit', 'seperti', 'sebuah', 'aib', 'di', 'sembunyikan', 'dan', 'bahkan', 'sudah', 'meninggal', 'baru', 'orang', 'lain', 'tau']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
tanta fede sei gia guarita,"['tanta', 'fede', 'sei', 'gia', 'guarita']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
good wishes recovery poland,"['good', 'wishes', 'recovery', 'poland']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
perdoname sr,"['perdoname', 'sr']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
hi pray heeled cancer god bless,"['hi', 'pray', 'heeled', 'cancer', 'god', 'bless']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
amazing delia rooting prayers,"['amazing', 'delia', 'rooting', 'prayers']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
acknowledge beautiful delia going biggest fight gracefully sending much love,"['acknowledge', 'beautiful', 'delia', 'going', 'biggest', 'fight', 'gracefully', 'sending', 'much', 'love']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
spero tanto che guarisci bellissima ti voglio bene,"['spero', 'tanto', 'che', 'guarisci', 'bellissima', 'ti', 'voglio', 'bene']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
watching video relate port inside chest even tho mine reason car accident ended getting bad infection surgery port home antibiotics 4 months walk completely right saline solution never forget taste smell like removed port smell burning blood horrible still look left scar chest day reminded learn walk keeping prayers never giving faith know touch many ppls life,"['watching', 'video', 'relate', 'port', 'inside', 'chest', 'even', 'tho', 'mine', 'reason', 'car', 'accident', 'ended', 'getting', 'bad', 'infection', 'surgery', 'port', 'home', 'antibiotics', 'months', 'walk', 'completely', 'right', 'saline', 'solution', 'never', 'forget', 'taste', 'smell', 'like', 'removed', 'port', 'smell', 'burning', 'blood', 'horrible', 'still', 'look', 'left', 'scar', 'chest', 'day', 'reminded', 'learn', 'walk', 'keeping', 'prayers', 'never', 'giving', 'faith', 'know', 'touch', 'many', 'ppls', 'life']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
brave brave woman brave family overall wish well wishes,"['brave', 'brave', 'woman', 'brave', 'family', 'overall', 'wish', 'well', 'wishes']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
shes pretty young wonder inherited,"['shes', 'pretty', 'young', 'wonder', 'inherited']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
may god heal long healthy life ahead amen,"['may', 'god', 'heal', 'long', 'healthy', 'life', 'ahead', 'amen']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
wow sis watching made stronger give fighting breast cancer cancer lead wheelchair hospital year treatment know strong beautiful young lady healed jesus mighty name tiring time appointments brave know together ready kick cancer ass still going treatment currently waiting clinical trail treatment still trying healed surgery breast god control wish best pray happy supportive husband god blessed loving,"['wow', 'sis', 'watching', 'made', 'stronger', 'give', 'fighting', 'breast', 'cancer', 'cancer', 'lead', 'wheelchair', 'hospital', 'year', 'treatment', 'know', 'strong', 'beautiful', 'young', 'lady', 'healed', 'jesus', 'mighty', 'name', 'tiring', 'time', 'appointments', 'brave', 'know', 'together', 'ready', 'kick', 'cancer', 'ass', 'still', 'going', 'treatment', 'currently', 'waiting', 'clinical', 'trail', 'treatment', 'still', 'trying', 'healed', 'surgery', 'breast', 'god', 'control', 'wish', 'best', 'pray', 'happy', 'supportive', 'husband', 'god', 'blessed', 'loving']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
go ahead never surronded young sure llbe winner iam 60 years old cáncer 5 years still fighting like warrior hope ring bell anytime,"['go', 'ahead', 'never', 'surronded', 'young', 'sure', 'llbe', 'winner', 'iam', '60', 'years', 'old', 'cáncer', 'years', 'still', 'fighting', 'like', 'warrior', 'hope', 'ring', 'bell', 'anytime']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
fala com deus vivo day jesus filho david,"['fala', 'com', 'deus', 'vivo', 'day', 'jesus', 'filho', 'david']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
got,['got'],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
god bless mam,"['god', 'bless', 'mam']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
aw stay safe,"['aw', 'stay', 'safe']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
dylan shame first talk prostate cancer done treatment july 2020 last year level points 13 points nearing continuing radiation treatment body speak beating 3 points doctor talk wife fighter dylan battling keep fighting let know february 2022 go back blood work prayers new watching channel watching twin brother channel clue twin safe stay healthy,"['dylan', 'shame', 'first', 'talk', 'prostate', 'cancer', 'done', 'treatment', 'july', '2020', 'last', 'year', 'level', 'points', '13', 'points', 'nearing', 'continuing', 'radiation', 'treatment', 'body', 'speak', 'beating', 'points', 'doctor', 'talk', 'wife', 'fighter', 'dylan', 'battling', 'keep', 'fighting', 'let', 'know', 'february', '2022', 'go', 'back', 'blood', 'work', 'prayers', 'new', 'watching', 'channel', 'watching', 'twin', 'brother', 'channel', 'clue', 'twin', 'safe', 'stay', 'healthy']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
delia strong going win fight super positive attitude amazing husband family side prayers,"['delia', 'strong', 'going', 'win', 'fight', 'super', 'positive', 'attitude', 'amazing', 'husband', 'family', 'side', 'prayers']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
forza tesoro,"['forza', 'tesoro']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
prayers gorgeous sending love philippines,"['prayers', 'gorgeous', 'sending', 'love', 'philippines']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
úžasné video jste tak silná krásná osoba vás manžel také preji vam hodně zdraví vy dokážete česká republika,"['úžasné', 'video', 'jste', 'tak', 'silná', 'krásná', 'osoba', 'vás', 'manžel', 'také', 'preji', 'vam', 'hodně', 'zdraví', 'vy', 'dokážete', 'česká', 'republika']","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
